user_id,persona,experience_level,learning_goal,risk_profile,created_at,lessons_completed,avg_quiz_score,total_tutor_questions
u_360c0e1032,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,13.0,0.6351626111035077,13.0
u_62e9f2d93c,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,5.0,0.6126269355243139,7.0
u_6197dc4a56,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,6.0,0.495174472067205,7.0
u_ff8d5f5432,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.5719794029511454,9.0
u_af7f31d60d,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.2716648163907467,9.0
u_78491554d3,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,16.0,0.7876659538895787,1.0
u_dd01dd907c,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,18.0,0.6156562436648659,15.0
u_c36a4e3782,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,5.0,0.6780772854329805,6.0
u_c26ee10bad,fast_advanced,advanced,general,conservative,2024-01-01T00:00:00,13.0,0.8165752393109847,0.0
u_77d234c9ff,tool_first_explorer,intermediate,retirement,moderate,2024-01-01T00:00:00,8.0,0.6290286153659722,4.0
u_56c393efba,tool_first_explorer,intermediate,general,conservative,2024-01-01T00:00:00,18.0,0.5333722058109125,16.0
u_666044c45e,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,18.0,0.640653364068701,13.0
u_2f65f9acfa,fast_advanced,advanced,general,aggressive,2024-01-01T00:00:00,17.0,0.8041783194054645,0.0
u_22fae8f68d,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,5.0,0.31004350321605323,2.0
u_746e4846ca,overconfident_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,0.0,0.0,0.0
u_e5caad7803,tool_first_explorer,beginner,general,moderate,2024-01-01T00:00:00,14.0,0.490310344364478,6.0
u_e2d13df420,careful_beginner,beginner,trading,moderate,2024-01-01T00:00:00,6.0,0.5416163949290728,9.0
u_fb29c89605,tool_first_explorer,intermediate,retirement,conservative,2024-01-01T00:00:00,15.0,0.6169224437384001,7.0
u_f489929775,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,9.0,0.5467717620756063,18.0
u_4f615a6930,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,8.0,0.396532751246628,0.0
u_57a09fdc85,overconfident_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,6.0,0.23193401760045587,3.0
u_56625e6f5e,tool_first_explorer,beginner,retirement,conservative,2024-01-01T00:00:00,13.0,0.5539454148132638,9.0
u_061ddd74ce,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,4.0,0.3435014328129393,9.0
u_b1a54cafdb,fast_advanced,advanced,general,moderate,2024-01-01T00:00:00,2.0,0.8122468410161172,0.0
u_bf60ab1765,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,14.0,0.5835271305228664,14.0
u_e2b4b28182,struggling_learner,beginner,education,aggressive,2024-01-01T00:00:00,1.0,0.27791877725248126,2.0
u_70eb1adeb6,engaged_learner,beginner,trading,aggressive,2024-01-01T00:00:00,9.0,0.5450275304322416,6.0
u_e72e6410d5,struggling_learner,beginner,general,conservative,2024-01-01T00:00:00,4.0,0.3841794807842558,8.0
u_6193477700,tool_first_explorer,intermediate,retirement,conservative,2024-01-01T00:00:00,9.0,0.7189038344086033,2.0
u_c91fc8287c,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,10.0,0.6473361917524322,7.0
u_96d3fc1c3d,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,3.0,0.4213745284601032,7.0
u_c49e38382a,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,5.0,0.5815315545119368,8.0
u_c3ec95e0e9,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,3.0,0.6781674653045586,1.0
u_a26a709bce,struggling_learner,beginner,trading,conservative,2024-01-01T00:00:00,3.0,0.21970365813344514,5.0
u_7a6bc20282,tool_first_explorer,intermediate,retirement,moderate,2024-01-01T00:00:00,5.0,0.5019897846134297,4.0
u_0901016a14,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.22098440054028998,1.0
u_70b071d214,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,8.0,0.41982344187176607,4.0
u_a9a1bf7ac1,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,6.0,0.29862902937516217,0.0
u_fe6e46d5c2,tool_first_explorer,beginner,retirement,conservative,2024-01-01T00:00:00,4.0,0.4392049558295317,5.0
u_079cb1169b,tool_first_explorer,intermediate,general,moderate,2024-01-01T00:00:00,1.0,0.7222240600031771,0.0
u_661831667a,fast_advanced,advanced,trading,moderate,2024-01-01T00:00:00,11.0,0.8256670239837915,0.0
u_b4bee59006,tool_first_explorer,intermediate,education,conservative,2024-01-01T00:00:00,9.0,0.536845488886113,4.0
u_f83bd0b593,struggling_learner,beginner,trading,moderate,2024-01-01T00:00:00,5.0,0.22722464483611274,7.0
u_5ddcba4f04,tool_first_explorer,beginner,general,moderate,2024-01-01T00:00:00,9.0,0.4881908387996348,7.0
u_efe341450a,tool_first_explorer,beginner,trading,moderate,2024-01-01T00:00:00,5.0,0.5545483937944106,5.0
u_94854625d4,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,5.0,0.3931753407817343,2.0
u_977ab3e7fa,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,6.0,0.45060636385874836,8.0
u_bb9ef85b2e,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,10.0,0.5868922506117004,13.0
u_1e474400ba,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,5.0,0.46911974331753076,6.0
u_e9a494f230,overconfident_beginner,beginner,trading,moderate,2024-01-01T00:00:00,2.0,0.39386262634422387,0.0
u_a90ade392b,struggling_learner,beginner,general,conservative,2024-01-01T00:00:00,2.0,0.297201011118295,3.0
u_636dab0f39,tool_first_explorer,intermediate,trading,conservative,2024-01-01T00:00:00,16.0,0.595931904623155,9.0
u_2d8dcb2cfa,fast_advanced,advanced,general,aggressive,2024-01-01T00:00:00,18.0,0.7931895800526257,3.0
u_821abc3ead,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,12.0,0.5443670528453092,26.0
u_45b9f10bf8,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,1.0,0.4244846972882293,3.0
u_b58f51135c,tool_first_explorer,beginner,education,conservative,2024-01-01T00:00:00,4.0,0.5520777882444226,4.0
u_3ce2331cff,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,3.0,0.47837178615128106,5.0
u_1b6bcc956d,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,5.0,0.341602145734934,14.0
u_3041661003,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,7.0,0.6452472566562448,4.0
u_707e5aa1e0,engaged_learner,intermediate,education,moderate,2024-01-01T00:00:00,6.0,0.5464533850168326,8.0
u_f29bf40841,engaged_learner,intermediate,retirement,aggressive,2024-01-01T00:00:00,5.0,0.5944986497755927,6.0
u_ba93275207,struggling_learner,beginner,trading,moderate,2024-01-01T00:00:00,2.0,0.28074942833673333,3.0
u_53fec50d6d,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,10.0,0.542592041466097,16.0
u_c84d0907be,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,12.0,0.3610146012994868,26.0
u_47ad4dea10,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,1.0,0.5788916317493766,0.0
u_e71dcfe3b7,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,6.0,0.2747995926385486,0.0
u_6b929d7272,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,4.0,0.2947546942063532,2.0
u_05b1a3bd33,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,3.0,0.43559366294798096,2.0
u_7e3ecc75ef,careful_beginner,beginner,education,moderate,2024-01-01T00:00:00,10.0,0.5687564958343129,12.0
u_3c5f119daf,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,6.0,0.47339029027856516,10.0
u_3f5377a023,struggling_learner,beginner,education,conservative,2024-01-01T00:00:00,6.0,0.32324748834780614,14.0
u_25dde73826,struggling_learner,beginner,general,conservative,2024-01-01T00:00:00,7.0,0.28866281366133584,15.0
u_b391faee32,tool_first_explorer,intermediate,trading,conservative,2024-01-01T00:00:00,1.0,0.6947721498254522,0.0
u_2a9da9e7a8,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,19.0,0.4766211078062188,24.0
u_9a0f699204,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,1.0,0.8275118187320425,1.0
u_d3bbfee1f9,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,9.0,0.2478951749949876,2.0
u_ffee8d1f5d,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,13.0,0.2894371821348967,7.0
u_ca18325434,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,17.0,0.507670704940685,26.0
u_b7e2391bde,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,17.0,0.6272306688877063,13.0
u_3d853f8d99,fast_advanced,advanced,general,moderate,2024-01-01T00:00:00,15.0,0.8260264926984389,0.0
u_a25a271e6c,fast_advanced,advanced,trading,aggressive,2024-01-01T00:00:00,5.0,0.8756271671497486,1.0
u_aafe72e09b,engaged_learner,intermediate,general,aggressive,2024-01-01T00:00:00,6.0,0.5690810315899625,7.0
u_8024146395,tool_first_explorer,beginner,retirement,conservative,2024-01-01T00:00:00,1.0,0.47352486879417377,1.0
u_1f92feec96,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,3.0,0.3889026085170186,1.0
u_20cd7f7e3f,overconfident_beginner,beginner,education,conservative,2024-01-01T00:00:00,10.0,0.27017272614493565,5.0
u_ee9194b58a,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,6.0,0.30756174532693986,12.0
u_c9b22c567b,tool_first_explorer,intermediate,trading,aggressive,2024-01-01T00:00:00,1.0,0.7391914344278999,0.0
u_cc8dccac33,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,10.0,0.5965636783711875,13.0
u_58382b0ecf,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,4.0,0.8865549571673997,0.0
u_3e2ff71e8c,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,7.0,0.5528733228453143,6.0
u_cf47342c2c,overconfident_beginner,beginner,trading,aggressive,2024-01-01T00:00:00,2.0,0.40181124413059344,0.0
u_77e95f2c37,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,4.0,0.5355544254220874,9.0
u_954423a6ed,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.2415355859004742,0.0
u_57ca0bc1d6,overconfident_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,5.0,0.32103387762657876,1.0
u_0c3a3b7b20,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,4.0,0.38498214906051964,2.0
u_86bfeace95,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,13.0,0.6391113356400417,10.0
u_2ca6a2e648,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,3.0,0.6283421970931984,2.0
u_25540078a2,overconfident_beginner,beginner,general,conservative,2024-01-01T00:00:00,7.0,0.3881315510491884,1.0
u_bc77df76e9,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,3.0,0.6301887170690631,5.0
u_649c7dfde3,tool_first_explorer,beginner,general,aggressive,2024-01-01T00:00:00,8.0,0.44375494527904097,4.0
u_b13960894f,engaged_learner,beginner,education,moderate,2024-01-01T00:00:00,13.0,0.5806205672427696,15.0
u_196478fa10,tool_first_explorer,beginner,trading,conservative,2024-01-01T00:00:00,11.0,0.40220345777861793,9.0
u_408b138cc0,fast_advanced,advanced,general,conservative,2024-01-01T00:00:00,1.0,0.9208380567102112,0.0
u_d4c08a4e10,tool_first_explorer,beginner,education,moderate,2024-01-01T00:00:00,3.0,0.44498898847064705,3.0
u_1c1de3360c,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,5.0,0.38470312176295685,12.0
u_a94d1b4e7b,struggling_learner,beginner,trading,moderate,2024-01-01T00:00:00,20.0,0.41693090098812186,47.0
u_bab2f6329d,struggling_learner,beginner,trading,conservative,2024-01-01T00:00:00,4.0,0.3162203048943267,12.0
u_09a4f20687,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,6.0,0.3698285700131424,4.0
u_a8ce185c5c,tool_first_explorer,intermediate,education,aggressive,2024-01-01T00:00:00,12.0,0.5983647867048887,8.0
u_2297a3d1d6,engaged_learner,intermediate,retirement,moderate,2024-01-01T00:00:00,8.0,0.6806557082801433,4.0
u_05e6f955b8,engaged_learner,beginner,general,aggressive,2024-01-01T00:00:00,9.0,0.6381738733993658,12.0
u_8cb9b2b291,struggling_learner,beginner,education,moderate,2024-01-01T00:00:00,1.0,0.2815007750324708,3.0
u_930664bcb8,struggling_learner,beginner,retirement,conservative,2024-01-01T00:00:00,4.0,0.37848572077412795,6.0
u_40fe096fe8,engaged_learner,intermediate,education,aggressive,2024-01-01T00:00:00,9.0,0.618975875347023,7.0
u_07cbaf3fd8,fast_advanced,advanced,retirement,aggressive,2024-01-01T00:00:00,1.0,0.7043096490877172,0.0
u_5822e3abe3,fast_advanced,advanced,retirement,conservative,2024-01-01T00:00:00,8.0,0.8193286673252753,0.0
u_b45dd3a6ef,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,4.0,0.5917205159612028,3.0
u_ecabe0b20e,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,3.0,0.5768994523119122,6.0
u_7ff19939c0,overconfident_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,1.0,0.46339627808794787,0.0
u_cf8c6dbdc7,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,17.0,0.81876188850777,3.0
u_62ddef696c,careful_beginner,beginner,general,aggressive,2024-01-01T00:00:00,6.0,0.506042914917467,10.0
u_bc9d9f99c7,tool_first_explorer,beginner,education,moderate,2024-01-01T00:00:00,1.0,0.23045575150698674,0.0
u_29431c1bc9,struggling_learner,beginner,general,conservative,2024-01-01T00:00:00,3.0,0.3880357740405443,5.0
u_bb21cbb8ba,engaged_learner,intermediate,trading,moderate,2024-01-01T00:00:00,7.0,0.6019682700900161,7.0
u_cd5c720857,careful_beginner,beginner,education,aggressive,2024-01-01T00:00:00,15.0,0.48411960877578225,24.0
u_f0c72e667b,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,9.0,0.3162785060170787,14.0
u_16f96bba22,overconfident_beginner,beginner,education,aggressive,2024-01-01T00:00:00,1.0,0.4179810766060197,2.0
u_ab0f3054e4,overconfident_beginner,beginner,trading,conservative,2024-01-01T00:00:00,1.0,0.4317456383078107,0.0
u_bf78836ecd,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,4.0,0.34546704305409087,0.0
u_fd01bf92ec,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,9.0,0.5399308399667173,16.0
u_aab67f7eab,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,2.0,0.6837892184645632,3.0
u_74a2021139,fast_advanced,intermediate,education,aggressive,2024-01-01T00:00:00,6.0,0.7335022594317363,0.0
u_ffe246b86e,tool_first_explorer,intermediate,retirement,moderate,2024-01-01T00:00:00,10.0,0.6370095382186036,4.0
u_ae9aadda90,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,3.0,0.36293140617778413,0.0
u_31447b8e85,careful_beginner,beginner,education,conservative,2024-01-01T00:00:00,7.0,0.5001897094795572,10.0
u_232e4d7c1b,fast_advanced,advanced,retirement,conservative,2024-01-01T00:00:00,12.0,0.8257984132536871,2.0
u_701917c5bd,struggling_learner,beginner,trading,moderate,2024-01-01T00:00:00,1.0,0.14314797704516286,0.0
u_e05eb68f59,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,1.0,0.3574946847327789,0.0
u_ad55d5ce72,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,17.0,0.6560025646674718,16.0
u_160d423153,fast_advanced,advanced,trading,conservative,2024-01-01T00:00:00,9.0,0.9232835915225769,0.0
u_07cad6ee2d,fast_advanced,advanced,general,aggressive,2024-01-01T00:00:00,6.0,0.8345139059022929,0.0
u_cd8d68c46f,overconfident_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,5.0,0.4909939231604388,1.0
u_484836af48,struggling_learner,beginner,general,aggressive,2024-01-01T00:00:00,13.0,0.35524724815884584,22.0
u_90cb186f19,careful_beginner,beginner,retirement,aggressive,2024-01-01T00:00:00,7.0,0.5385593971689284,7.0
u_55bfe9ddd8,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,2.0,0.583191467581562,2.0
u_c4f4ebbd26,engaged_learner,intermediate,general,conservative,2024-01-01T00:00:00,11.0,0.6033553971615706,7.0
u_0e87a74fa6,fast_advanced,advanced,education,aggressive,2024-01-01T00:00:00,14.0,0.7874040725457991,1.0
u_bef4c8c871,struggling_learner,beginner,general,moderate,2024-01-01T00:00:00,3.0,0.2523529309878902,6.0
u_db51ace396,engaged_learner,intermediate,general,moderate,2024-01-01T00:00:00,13.0,0.648277463489833,14.0
u_443c24f003,engaged_learner,intermediate,retirement,conservative,2024-01-01T00:00:00,15.0,0.5829842466570351,19.0
u_93091c5161,tool_first_explorer,intermediate,general,aggressive,2024-01-01T00:00:00,2.0,0.5446762758515317,1.0
u_0083f5abc8,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,9.0,0.32139971150114505,3.0
u_b541238115,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,2.0,0.3739316319963111,3.0
u_630b9b7229,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,4.0,0.2938276483771927,0.0
u_73a36c06bf,struggling_learner,beginner,education,aggressive,2024-01-01T00:00:00,3.0,0.35216534684914924,7.0
u_5e3365c2aa,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,8.0,0.4308851689826247,3.0
u_51d86e614d,struggling_learner,beginner,education,conservative,2024-01-01T00:00:00,9.0,0.313689501897658,16.0
u_c4151ea970,struggling_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,3.0,0.3157448114406662,6.0
u_e364422fe9,fast_advanced,advanced,retirement,aggressive,2024-01-01T00:00:00,15.0,0.7794742585908463,1.0
u_7653219820,engaged_learner,intermediate,education,conservative,2024-01-01T00:00:00,11.0,0.6834068615915764,5.0
u_262983df3c,tool_first_explorer,beginner,trading,moderate,2024-01-01T00:00:00,19.0,0.4813360501427606,15.0
u_8c02d25454,struggling_learner,beginner,trading,aggressive,2024-01-01T00:00:00,5.0,0.3290416136295173,11.0
u_1c66e4fc5b,careful_beginner,beginner,trading,conservative,2024-01-01T00:00:00,5.0,0.5448350052132813,9.0
u_48ca70c9c4,careful_beginner,beginner,general,conservative,2024-01-01T00:00:00,8.0,0.5357774136898747,12.0
u_c7fc13a268,engaged_learner,intermediate,trading,conservative,2024-01-01T00:00:00,4.0,0.652928789651486,4.0
u_f04b202c75,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,8.0,0.3345761568431759,0.0
u_9eec140d53,overconfident_beginner,beginner,general,aggressive,2024-01-01T00:00:00,10.0,0.2855201089101083,0.0
u_467a84ab5d,engaged_learner,beginner,general,conservative,2024-01-01T00:00:00,19.0,0.6204160890621803,14.0
u_8d25308191,careful_beginner,beginner,education,moderate,2024-01-01T00:00:00,8.0,0.5421502236091099,13.0
u_503c7253db,careful_beginner,beginner,general,moderate,2024-01-01T00:00:00,1.0,0.415392645072014,1.0
u_33669a53f0,overconfident_beginner,beginner,education,moderate,2024-01-01T00:00:00,2.0,0.35372881636401426,3.0
u_9327fbac96,overconfident_beginner,beginner,trading,moderate,2024-01-01T00:00:00,7.0,0.3277474020312166,4.0
u_d09d2e94c6,careful_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,6.0,0.5286859434053645,8.0
u_b4b4b51162,tool_first_explorer,intermediate,trading,aggressive,2024-01-01T00:00:00,2.0,0.6837490871832534,1.0
u_65f46d5dd0,engaged_learner,beginner,retirement,aggressive,2024-01-01T00:00:00,10.0,0.6052647065557776,11.0
u_c411c175f5,careful_beginner,beginner,retirement,moderate,2024-01-01T00:00:00,5.0,0.5044762244635174,4.0
u_326f73ac39,overconfident_beginner,beginner,retirement,conservative,2024-01-01T00:00:00,6.0,0.4107457394605951,2.0
